ROLL_BAD,PITCH_BAD,ROLL_FILTERED,PITCH_FILTERED,,
-31.23,-2.99,-26.71,-10.22,,
-29.62,-3.42,-25.45,-10.38,,
-27.61,-3.9,-24.37,-10.51,,
-26.44,-4.14,-23.43,-10.63,,
-25.41,-4.36,-22.47,-10.72,,
-24.5,-4.55,-21.49,-10.77,,
-23.06,-4.74,-20.5,-10.77,,
-22.01,-4.79,-19.49,-10.75,,
-21.02,-4.81,-18.35,-10.74,,
-19.97,-4.82,-16.87,-10.81,,
-18.76,-4.89,-14.99,-11.02,,
-16.22,-5.16,-12.79,-11.27,,
-14.15,-5.47,-10.57,-11.49,,
-11.81,-5.8,-8.4,-11.68,,
-8.47,-6.23,-6.1,-11.86,,
-6.22,-6.5,-3.59,-12.01,,
-3.79,-6.74,-1.03,-12.23,,
-1.18,-6.97,1.42,-12.51,,
1.42,-7.28,3.62,-12.78,,
3.89,-7.65,5.61,-13,,
7.1,-8.11,7.41,-13.14,,
9,-8.33,9,-13.14,,
10.74,-8.46,10.41,-13.09,,
12.94,-8.47,11.63,-13.12,,
14.28,-8.49,12.78,-13.19,,
15.46,-8.59,13.54,-13.18,,
16.55,-8.69,13.98,-13.12,,
17.25,-8.7,14.36,-13.03,,
17.76,-8.58,14.86,-12.97,,
18.13,-8.48,15.6,-12.94,,
18.71,-8.44,16.59,-12.98,,
20,-8.49,17.74,-13.02,,
21.14,-8.59,19,-13.03,,
22.38,-8.67,20.32,-13,,
23.67,-8.7,21.62,-12.99,,
25.67,-8.71,22.76,-13.01,,
26.88,-8.79,24.05,-13.01,,
28.02,-8.9,25.43,-13.06,,
29.34,-8.98,26.9,-13.13,,
30.78,-9.12,28.42,-13.18,,
33.03,-9.35,29.93,-13.25,,
34.55,-9.52,31.51,-13.34,,
36.08,-9.7,33.17,-13.38,,
38.46,-9.89,34.7,-13.39,,
40.13,-9.98,35.85,-13.37,,
41.52,-10.07,36.66,-13.39,,
42.55,-10.1,37.4,-13.5,,
43.59,-10.14,38.17,-13.65,,
44.35,-10.27,38.94,-13.8,,
45.12,-10.47,39.79,-13.94,,
45.91,-10.66,40.81,-14.07,,
47.28,-10.86,41.81,-14.14,,
48.37,-10.96,42.64,-14.25,,
49.37,-11.05,43.35,-14.38,,
50.14,-11.17,43.9,-14.48,,
51.06,-11.44,44.03,-14.54,,
51.48,-11.56,43.62,-14.55,,
51.4,-11.62,42.68,-14.44,,
50.32,-11.62,41.11,-14.23,,
48.91,-11.48,39.19,-13.99,,
47.07,-11.22,37.09,-13.79,,
44.99,-10.93,34.75,-13.55,,
41.64,-10.59,32.22,-13.2,,
39.07,-10.32,29.41,-12.75,,
36.42,-9.92,26.55,-12.2,,
33.38,-9.37,24.07,-11.65,,
30.4,-8.72,22.24,-11.14,,
26.98,-7.86,20.91,-10.58,,
25.46,-7.39,19.85,-9.86,,
24.28,-6.85,18.61,-8.99,,
22.74,-5.69,16.87,-8.04,,
21.21,-4.73,14.94,-7.03,,
19.18,-3.69,13.2,-6.07,,
17.19,-2.64,11.8,-5.17,,
15.48,-1.68,10.65,-4.27,,
13.52,-0.39,9.82,-3.4,,
12.56,0.44,9.11,-2.42,,
11.85,1.28,8.21,-1.32,,
10.78,2.74,7.19,-0.26,,
9.79,3.83,6.03,0.7,,
8.7,4.83,4.81,1.7,,
7.46,5.73,3.57,2.82,,
6.23,6.71,2.37,3.87,,
4.44,8.34,1.19,4.85,,
3.3,9.32,0.01,6.04,,
2.16,10.26,-1.12,7.48,,
1.02,11.45,-2.25,8.82,,
-0.56,13.65,-3.41,9.94,,
-1.66,14.85,-4.54,11.1,,
-2.79,15.87,-5.47,12.36,,
-3.86,17.02,-6.21,13.64,,
-5.05,18.88,-6.9,14.89,,
-5.66,20.14,-7.45,16.02,,
-6.27,21.33,-7.62,17.12,,
-6.74,22.4,-7.82,18.41,,
-6.87,23.44,-8.18,19.74,,
-7.27,25.38,-8.59,20.91,,
-7.69,26.64,-8.98,22.07,,
-8.07,27.72,-9.24,23.31,,
-8.5,29.39,-9.35,24.56,,
-8.62,30.64,-9.42,25.79,,
-8.69,31.82,-9.48,27.05,,
-8.74,33.01,-9.65,28.36,,
-8.95,34.82,-9.9,29.55,,
-9.25,36.08,-10.28,30.44,,
-9.68,37.11,-10.8,31.18,,
-10.25,37.81,-11.29,32.05,,
-10.95,38.44,-11.85,32.83,,
-11.97,39.66,-12.7,33.27,,
-12.79,40.28,-13.5,33.4,,
-13.74,40.52,-13.99,33.5,,
-14.51,40.53,-14.1,33.53,,
-15.06,40.58,-13.93,33.45,,
-15.02,40.5,-13.7,33.24,,
-14.79,40.31,-13.45,32.8,,
-14.37,39.83,-13.18,32.1,,
-13.95,39.22,-12.85,31.22,,
-13.48,38.4,-12.41,30.15,,
-12.88,37.44,-11.95,28.93,,
-11.79,35.76,-11.58,27.6,,
-11.08,34.45,-11.34,26.17,,
-10.56,33.08,-11.16,24.61,,
-10.15,31.61,-10.89,22.94,,
-9.8,30.06,-10.47,21.31,,
-9.14,27.48,-9.85,19.88,,
-8.5,25.86,-9.41,18.49,,
-7.78,24.47,-8.99,17.05,,
-7.06,22.42,-8.68,15.5,,
-6.57,20.93,-8.44,13.8,,
-6.19,19.29,-8.29,12.03,,
-5.9,17.54,-8.17,10.33,,
-5.69,15.76,-7.95,8.78,,
-5.42,13.28,-7.61,7.29,,
-5.13,11.76,-7.18,5.89,,
-4.79,10.26,-6.71,4.58,,
-4.17,8.22,-6.12,3.39,,
-3.67,6.96,-5.51,2.23,,
-3.03,5.79,-4.97,1.11,,
-2.45,4.64,-4.64,0.16,,
-1.97,3.5,-4.49,-0.61,,
-1.61,2.21,-4.37,-1.42,,
-1.52,1.46,-4.07,-2.24,,
-1.36,0.63,-3.55,-2.96,,
-1,-0.21,-2.98,-3.62,,
-0.15,-1.26,-2.33,-4.28,,
0.47,-1.94,-1.65,-4.87,,
1.11,-2.61,-1.03,-5.39,,
1.77,-3.21,-0.56,-5.96,,
2.57,-4.03,-0.14,-6.47,,
2.97,-4.64,0.3,-6.89,,
3.35,-5.17,0.69,-7.24,,
3.77,-5.58,0.99,-7.7,,
4.28,-6.19,1.3,-8.37,,
4.54,-6.81,1.7,-9.15,,
4.86,-7.64,2.14,-9.81,,
5.25,-8.45,2.48,-10.3,,
5.66,-9.1,2.71,-10.78,,
6.04,-9.85,2.94,-11.28,,
6.21,-10.4,3.23,-11.73,,
6.44,-10.93,3.52,-12.17,,
6.73,-11.39,3.67,-12.64,,
7.08,-12.11,3.77,-13.01,,
7.16,-12.61,3.8,-13.24,,
7.22,-12.96,3.62,-13.35,,
7.12,-13.23,3.24,-13.7,,
6.76,-13.32,2.83,-14.36,,
0.36,-13.8,2.42,-15.11,,
5.9,-14.55,2.11,-15.87,,
5.29,-15.74,1.77,-16.68,,
4.96,-16.56,1.26,-17.56,,
4.51,-17.41,0.68,-18.57,,
3.88,-18.35,0.04,-19.57,,
3.22,-19.39,-0.47,-20.46,,
2.22,-20.84,-0.86,-21.43,,
1.78,-21.72,-1.16,-22.82,,
1.41,-22.74,-1.36,-24.44,,
1.02,-25.11,-1.73,-25.87,,
0.85,-26.68,-2.15,-27.23,,
0.44,-28.02,-2.27,-28.64,,
0.08,-29.36,-2.11,-29.97,,
0.07,-30.77,-1.83,-31.3,,
0.32,-32.08,-1.64,-32.71,,
0.76,-34.1,-1.51,-34.04,,
0.91,-35.51,-1.33,-35.16,,
1.1,-36.78,-1.32,-36.13,,
1.42,-38.27,-1.54,-37.11,,
1.32,-39.19,-1.71,-38.07,,
1.02,-40.17,-1.69,-38.89,,
0.81,-41.08,-1.56,-39.66,,
0.82,-41.84,-1.41,-40.4,,
0.98,-42.93,-1.33,-41.05,,
1.08,-43.62,-1.27,-41.59,,
1.07,-44.21,-1.22,-42.07,,
1.01,-44.71,-1.18,-42.53,,
0.95,-45.16,-1.07,-42.93,,
0.88,-45.81,-0.95,-43.34,,
0.91,-46.19,-0.86,-43.76,,
0.89,-46.6,-0.76,-44.17,,
0.81,-47.23,-0.72,-44.57,,
0.72,-47.63,-0.58,-44.96,,
0.67,-48.05,-0.39,-45.27,,
0.75,-48.42,-0.18,-45.47,,
0.89,-48.71,-0.1,-45.6,,
1.13,-48.97,-0.17,-45.69,,
1.1,-49.07,-0.25,-45.73,,
0.92,-49.15,-0.36,-45.59,,
0.51,-49.11,-0.45,-45.13,,
0.15,-48.78,-0.65,-44.42,,
-0.2,-48.19,-1.02,-43.49,,
-0.67,-47.36,-1.48,-42.37,,
-1.63,-45.83,-1.86,-41.03,,
-2.27,-44.54,-2.18,-39.51,,
-2.89,-43.1,-2.39,-37.86,,
-3.48,-41.46,-2.61,-36.21,,
-4.01,-38.96,-2.84,-34.65,,
-4.17,-37.36,-3.15,-33.11,,
-4.36,-35.81,-3.3,-31.41,,
-4.61,-34.26,-3.27,-29.5,,
-4.59,-32.53,-3.2,-27.55,,
-4.28,-29.6,-3.3,-25.67,,
-4.13,-27.71,-3.69,-23.88,,
-4.25,-25.89,-4.37,-22.14,,
-4.7,-24.14,-5.15,-20.42,,
-5.89,-21.57,-5.78,-18.65,,
-6.62,-19.88,-6.3,-16.79,,
-7.16,-18.04,-6.74,-14.94,,
-7.62,-16.17,-7.13,-13.16,,
-8.19,-13.47,-7.5,-11.45,,
-8.52,-11.69,-7.85,-9.69,,
-8.85,-10,-8.01,-7.88,,
-9.13,-8.23,-7.86,-6.13,,
-9.07,-5.62,-7.77,-4.46,,
-8.75,-3.95,-7.79,-2.81,,
-8.67,-2.29,-7.69,-1.25,,
-8.69,-0.73,-7.51,0.2,,
-8.42,1.48,-7.38,1.7,,
-8.22,2.89,-7.28,3.31,,
-8.08,4.42,-7.3,5.05,,
-8,6.03,-7.33,6.96,,
-8.08,8.68,-7.17,8.94,,
-8.05,10.64,-6.83,10.84,,
-7.79,12.61,-6.58,12.6,,
-7.44,14.43,-6.35,14.42,,
-7.25,16.1,-6.08,16.27,,
-6.96,18.78,-5.72,18.11,,
-6.66,20.59,-5.49,19.88,,
-6.38,22.38,-5.45,21.64,,
-6.36,24.07,-5.62,23.47,,
-6.56,25.77,-5.92,25.26,,
-7.06,28.42,-6.35,26.94,,
-7.55,30.11,-6.66,28.51,,
-8.12,31.74,-6.92,29.97,,
-8.51,33.23,-7.05,31.49,,
-9.09,35.3,-7.13,33.18,,
-9.43,36.85,-7.28,34.93,,
-9.7,38.53,-7.59,36.65,,
-10,40.21,-8.08,38.37,,
-10.8,42.72,-8.52,40.1,,
-11.46,44.42,-8.67,41.79,,
-11.98,46.12,-8.65,43.48,,
-12.16,47.75,-8.69,45.22,,
-12.37,50.2,-8.86,46.97,,
-12.72,51.91,-8.97,48.6,,
-13.12,53.63,-8.94,50.11,,
-13.44,55.15,-8.98,51.6,,
-13.93,57.21,-8.96,52.97,,
-14.44,58.61,-8.66,54.15,,
-14.75,59.81,-8.3,55.02,,
-14.68,60.84,-8.08,55.53,,
-14.44,61.85,-7.94,55.6,,
-14.39,62.05,-7.82,55.37,,
-14.24,61.89,-7.68,54.92,,
-13.91,61.52,-7.58,54.26,,
-13.09,60.71,-7.45,53.37,,
-12.49,59.91,-7.18,52.29,,
-11.78,58.95,-6.91,51.04,,
-10.86,57.8,-6.63,49.65,,
-9.54,55.85,-6.24,48.14,,
-8.64,54.41,-5.76,46.54,,
-7.61,52.87,-5.32,44.89,,
-6.52,51.27,-4.89,43.18,,
-5.18,48.79,-4.53,41.38,,
-4.36,47,-4.09,39.56,,
-3.64,45.18,-3.51,37.74,,
-2.42,42.47,-2.75,35.91,,
-1.48,40.63,-1.97,34.01,,
-0.43,38.76,-1.44,32,,
0.54,36.77,-1.07,29.95,,
1.16,34.71,-0.73,27.89,,
1.83,31.57,-0.42,25.83,,
2.24,29.51,-0.25,23.73,,
2.54,27.48,-0.15,21.68,,
2.73,24.34,-0.09,19.62,,
2.83,22.26,-0.05,17.61,,
2.83,20.2,-0.01,15.65,,
2.83,18.2,0.07,13.69,,
2.83,16.25,0.2,11.7,,
2.91,13.29,0.39,9.68,,
3.03,11.28,0.58,7.6,,
3.22,9.24,0.67,5.52,,
3.44,6.12,0.58,3.54,,
3.42,4.04,0.56,1.66,,
3.3,2.11,0.74,-0.21,,
3.34,0.23,0.94,-2.11,,
3.56,-1.66,0.94,-3.96,,
3.75,-4.51,0.81,-5.72,,
3.6,-6.31,0.66,-7.32,,
3.39,-8.01,0.43,-8.82,,
3.17,-9.56,0.35,-10.38,,
2.74,-11.84,0.54,-12.02,,
2.76,-13.42,0.8,-13.65,,
3.01,-15.06,1.1,-15.22,,
3.42,-17.4,1.47,-16.7,,
3.75,-18.91,1.95,-18.08,,
4.19,-20.33,2.55,-19.45,,
4.79,-21.68,3.12,-20.94,,
5.79,-23.75,3.5,-22.53,,
6.32,-25.28,3.7,-24.13,,
6.63,-26.93,3.82,-25.7,,
6.78,-28.51,3.95,-27.2,,
6.89,-30.07,4.17,-28.53,,
7.06,-32.17,4.56,-29.77,,
7.37,-33.43,5,-30.9,,
7.87,-34.64,5.31,-31.94,,
8.34,-35.72,5.38,-32.99,,
8.7,-37.24,5.25,-34.06,,
8.59,-38.32,5.19,-35.12,,
8.33,-39.41,5.21,-36.2,,
8.19,-40.47,5.17,-37.26,,
8.03,-42.1,5.14,-38.29,,
7.81,-43.16,5.22,-39.31,,
7.72,-44.18,5.32,-40.38,,
7.82,-45.21,5.43,-41.46,,
8.15,-46.76,5.64,-42.42,,
8.45,-47.77,5.95,-43.31,,
8.78,-48.67,6.41,-44.2,,
9.17,-49.56,6.8,-45.04,,
9.77,-50.87,6.87,-45.7,,
9.9,-51.66,6.76,-46.2,,
9.69,-52.24,6.72,-46.55,,
9.44,-52.67,6.74,-46.71,,
9.58,-53.04,6.59,-46.73,,
9.49,-53.1,6.36,-46.65,,
9.11,-53.06,6.24,-46.33,,
8.9,-52.91,6.25,-45.72,,
9.06,-52.19,6.33,-44.8,,
9.33,-51.35,6.34,-43.63,,
9.57,-50.24,6.27,-42.23,,
9.67,-48.93,6.23,-40.55,,
9.72,-46.58,6.32,-38.57,,
9.96,-44.63,6.39,-36.4,,
10.33,-42.48,6.36,-34.08,,
10.6,-40.16,6.44,-31.65,,
10.78,-36.52,6.47,-29.06,,
11.05,-33.87,6.28,-26.42,,
11.17,-31.21,5.93,-23.92,,
11,-28.42,5.45,-21.58,,
10.55,-24.75,4.77,-19.3,,
10.05,-22.44,3.84,-16.98,,
9.27,-20.09,2.9,-14.63,,
8.25,-17.73,2.24,-12.23,,
7.33,-15.38,2.11,-9.81,,
6.69,-11.81,2.11,-7.35,,
6.79,-9.27,2.09,-4.97,,
6.87,-6.81,1.6,-2.71,,
6.83,-4.49,0.55,-0.53,,
5.66,-1.17,-0.26,1.39,,
4.49,0.9,-0.94,3.28,,
3.79,2.75,-1.6,5.28,,
3.12,4.64,-2.1,7.48,,
2.46,6.67,-2.57,9.73,,
1.76,9.99,-3.13,11.9,,
1.22,12.24,-3.77,13.97,,
0.59,14.35,-4.41,15.96,,
-0.14,16.36,-4.82,17.95,,
-1.12,19.27,-5.16,19.93,,
-1.51,21.25,-5.5,21.92,,
-1.9,23.19,-5.8,23.92,,
-2.25,25.14,-6.06,25.92,,
-2.67,28.07,-6.11,28.04,,
-2.87,30.06,-6,30.33,,
-2.89,32.27,-5.91,32.73,,
-2.79,34.52,-5.84,35.15,,
-2.61,38.11,-5.96,37.47,,
-2.49,40.51,-6.19,39.67,,
-2.53,42.77,-6.5,41.74,,
-2.71,44.9,-6.69,43.74,,
-2.93,46.85,-6.8,45.72,,
-3,49.8,-6.92,47.68,,
-2.97,51.76,-7.1,49.59,,
-3.05,53.67,-7.24,51.44,,
-3.29,55.51,-7.3,53.32,,
-3.71,58.19,-7.23,55.29,,
-3.78,60.09,-7.05,57.22,,
-3.6,62.03,-6.93,58.99,,
-3.1,64.77,-6.82,60.51,,
-2.81,66.37,-6.67,61.89,,
-2.39,67.77,-6.63,63.25,,
-2.07,69.06,-6.79,64.56,,
-1.73,70.94,-7.08,65.8,,
-1.59,72.18,-7.29,66.88,,
-1.49,73.33,-7.31,67.72,,
-1.19,74.25,-7.2,68.34,,
-1.01,75.26,-7,68.63,,
-1.16,75.67,-6.79,68.47,,
-1.53,75.68,-6.52,67.9,,
-1.66,75.28,-6.19,66.94,,
-1.22,74.54,-5.71,65.63,,
-0.04,72.76,-5.21,64.01,,
0.88,71.24,-4.84,62.15,,
1.93,69.45,-4.55,60.07,,
3.19,66.44,-4.28,57.82,,
3.85,64.17,-4,55.46,,
4.35,61.79,-3.73,53.06,,
4.64,59.36,-3.5,50.7,,
4.95,55.77,-3.24,48.43,,
5.14,53.42,-2.88,46.16,,
5.37,51.14,-2.34,43.93,,
5.77,48.82,-1.77,41.71,,
6.6,45.47,-1.35,39.47,,
7.07,43.23,-1.15,37.15,,
7.3,40.86,-1.02,34.86,,
7.37,38.54,-0.88,32.64,,
7.43,36.23,-0.67,30.43,,
7.57,32.97,-0.44,28.17,,
7.75,30.7,-0.31,25.84,,
7.83,28.38,-0.09,23.58,,
7.8,26.05,0.15,21.42,,
7.92,22.78,0.45,19.37,,
8.04,20.69,0.81,17.41,,
8.22,18.67,1.2,15.61,,
8.46,16.82,1.53,13.93,,
8.89,14.25,1.8,12.28,,
9.11,12.6,2.1,10.69,,
9.3,10.95,2.41,9.14,,
9.78,7.87,2.87,6.01,,
9.98,5.55,3.24,4.47,,
10.28,4,3.58,2.9,,
10.65,2.45,3.83,1.21,,
10.94,0.8,4.06,-0.58,,
11.15,-0.95,4.33,-2.44,,
11.47,-3.74,4.53,-4.37,,
11.72,-5.68,4.61,-6.43,,
11.86,-7.69,4.64,-8.57,,
11.86,-9.83,4.89,-10.69,,
11.91,-13.07,5.35,-12.72,,
12.31,-15.17,5.77,-14.66,,
12.83,-17.18,5.95,-16.56,,
13.22,-19.09,5.9,-18.37,,
13.29,-21.87,5.79,-20.03,,
13.14,-23.64,5.81,-21.53,,
13.01,-25.23,6.03,-22.84,,
13.13,-26.65,6.17,-24.05,,
13.51,-28.48,6.13,-25.22,,
13.51,-29.7,6.05,-26.4,,
13.31,-30.89,5.96,-27.57,,
13.08,-32.12,5.86,-28.75,,
12.67,-33.99,5.76,-29.97,,
12.33,-35.22,5.65,-31.23,,
12,-36.54,5.38,-32.56,,
11.41,-38.54,5.04,-33.93,,
10.84,-39.94,4.76,-35.25,,
10.28,-41.36,4.61,-36.49,,
9.85,-42.69,4.59,-37.65,,
9.5,-44.47,4.61,-38.69,,
9.46,-45.58,4.64,-39.54,,
9.52,-46.52,4.6,-40.15,,
9.6,-47.26,4.57,-40.53,,
9.65,-47.94,4.61,-40.61,,
9.78,-48.12,4.61,-40.34,,
10,-48,4.47,-39.66,,
10.09,-47.52,4.23,-38.55,,
9.92,-46.1,3.87,-36.97,,
9.71,-44.67,3.45,-34.83,,
9.32,-42.72,3.07,-32.17,,
8.85,-40.26,2.75,-29.11,,
8.48,-37.39,2.56,-25.86,,
8.23,-34.22,2.33,-22.72,,
7.96,-29.35,1.99,-19.88,,
7.64,-26.29,1.63,-17.24,,
7.25,-23.59,1.38,-14.65,,
6.74,-19.74,1.35,-12.03,,
6.59,-17.15,1.61,-9.47,,
6.73,-14.46,1.92,-7.23,,
7.12,-11.95,2.14,-5.31,,
7.5,-9.82,1.99,-3.65,,
7.7,-7.14,1.28,-2.13,,
7.23,-5.56,0.51,-0.66,,
6.3,-4.03,-0.05,0.86,,
5.52,-2.53,-0.63,2.49,,
5,-0.99,-1.09,4.32,,
4.09,1.66,-0.97,6.22,,
3.82,3.59,-0.94,7.92,,
4.03,5.5,-1.31,9.5,,
3.74,7.95,-1.84,11,,
3.12,9.48,-2.48,12.36,,
2.48,10.95,-3.12,13.66,,
1.73,12.3,-3.59,14.95,,
1.05,13.56,-3.99,16.26,,
0.36,15.47,-4.46,17.6,,
-0.11,16.81,-5.06,18.92,,
-0.65,18.14,-5.66,20.21,,
-1.33,19.43,-6.15,21.51,,
-1.97,20.71,-6.52,22.94,,
-2.69,22.71,-6.8,24.45,,
-3,24.17,-7.08,26.04,,
-3.26,25.69,-7.34,27.78,,
-3.66,28.13,-7.49,29.6,,
-3.93,29.89,-7.6,31.47,,
-4.05,31.77,-7.78,33.34,,
-4.17,33.64,-8.03,35.22,,
-4.42,35.5,-8.27,37.12,,
-4.97,38.26,-8.6,39.08,,
-5.41,40.14,-8.87,41.05,,
-5.97,42.04,-9.04,43.02,,
-6.47,44.03,-9.14,44.87,,
-7.03,46.84,-9.38,46.58,,
-7.34,48.56,-9.65,48.23,,
-7.85,50.22,-9.74,49.9,,
-8.27,51.82,-9.78,51.55,,
-8.42,53.45,-9.89,53.12,,
-8.65,55.82,-10.05,54.63,,
-9.06,57.35,-10.21,56.14,,
-9.69,58.77,-10.36,57.59,,
-10.44,60.17,-10.58,58.91,,
-11.69,62.23,-10.75,60.07,,
-12.6,63.36,-10.95,61.12,,
-13.5,64.38,-11.1,62.06,,
-14.45,65.3,-11.39,62.89,,
-15.52,66.53,-11.55,63.55,,
-16.25,67.24,-11.55,63.99,,
-16.78,67.76,-11.49,64.11,,
-16.86,68.13,-11.43,63.9,,
-16.74,68.01,-11.39,63.42,,
-16.56,67.61,-11.34,62.64,,
-16.26,66.98,-11.21,61.61,,
-15.29,65.67,-10.96,60.35,,
-14.21,64.5,-10.65,58.93,,
-12.95,63.19,-10.21,57.37,,
-11.63,61.8,-9.73,55.71,,
-9.39,59.43,-9.27,53.94,,
-7.98,57.77,-8.9,52.09,,
-6.74,55.99,-8.65,50.24,,
-5.71,54.15,-8.51,48.43,,
-4.96,52.29,-8.35,46.65,,
-4.2,49.63,-8.15,44.86,,
-3.83,47.86,-7.89,43.03,,
-3.49,46.07,-7.69,41.14,,
-3.05,43.34,-7.5,39.17,,
-2.91,41.36,-7.19,37.24,,
-2.74,39.38,-6.75,35.42,,
-2.39,37.46,-6.34,33.68,,
-1.7,34.84,-5.97,31.99,,
-1.33,33.15,-5.63,30.31,,
-0.99,31.48,-5.24,28.76,,
-0.66,29.82,-4.99,27.27,,
-0.29,28.28,-4.85,25.8,,
-0.02,26.13,-4.68,24.31,,
0.08,24.63,-4.48,22.86,,
0.26,23.15,-4.28,21.49,,
0.47,21.73,-3.99,20.2,,
0.67,20.42,-3.7,18.91,,
1.16,18.49,-3.39,17.59,,
1.45,17.24,-3,16.32,,
1.8,15.91,-2.64,15.03,,
2.23,14.63,-2.42,13.64,,
2.72,12.67,-2.44,12.19,,
2.79,11.21,-2.45,10.82,,
2.7,9.75,-2.37,9.55,,
2.69,8.41,-2.04,8.42,,
2.78,7.16,-1.48,7.38,,
3.43,5.53,-0.95,6.34,,
4.04,4.52,-0.48,5.29,,
4.54,3.47,-0.1,4.23,,
5.14,1.9,0.18,3.09,,
5.43,0.81,0.49,1.79,,
5.65,-0.37,0.83,0.23,,
5.97,-1.79,1.32,-1.58,,
6.32,-3.43,1.64,-3.53,,
6.93,-6.27,2.09,-5.53,,
7.21,-8.32,2.69,-7.58,,
7.72,-10.34,3.26,-9.7,,
8.35,-12.4,3.68,-11.84,,
9.12,-15.59,3.96,-13.9,,
9.42,-17.75,4.22,-15.87,,
9.65,-19.77,4.5,-17.73,,
9.92,-21.68,4.82,-19.47,,
10.23,-23.49,5.16,-21.08,,
10.76,-25.98,5.4,-22.64,,
11.08,-27.53,5.61,-24.17,,
11.3,-29.1,5.88,-25.74,,
11.72,-31.37,6.06,-27.23,,
12.04,-32.93,6.19,-28.57,,
12.25,-34.35,6.26,-29.8,,
12.43,-35.61,6.28,-30.9,,
12.59,-37.34,6.28,-31.74,,
12.66,-38.3,6.2,-32.22,,
12.69,-38.98,5.91,-32.36,,
12.56,-39.33,5.4,-32.17,,
11.81,-39.31,4.69,-31.62,,
10.99,-38.9,3.83,-30.75,,
9.98,-38.21,2.91,-29.57,,
8.84,-37.22,1.95,-28.09,,
7.14,-35.25,0.72,-26.41,,
5.87,-33.62,-0.81,-24.71,,
4.21,-31.85,-2.18,-23.04,,
2.39,-30.15,-3.38,-21.24,,
0.82,-28.45,-4.51,-19.41,,
-1.12,-25.69,-5.66,-17.65,,
-2.35,-23.85,-6.93,-15.94,,
-3.58,-22.09,-8.42,-14.31,,
-5.69,-19.55,-10.09,-12.84,,
-7.39,-17.93,-11.96,-11.63,,
-9.23,-16.49,-14.02,-10.74,,
-11.29,-15.3,-16.22,-10.05,,
-13.4,-14.44,-18.42,-9.49,,
-16.81,-13.33,-20.62,-9.04,,
-19.12,-12.7,-22.74,-8.59,,
-21.35,-12.13,-24.78,-8.18,,
-24.45,-11.29,-26.92,-7.77,,
-26.53,-10.76,-29.29,-7.3,,
-28.81,-10.18,-31.93,-6.74,,
-31.3,-9.53,-34.65,-6.19,,
-34,-8.8,-37.27,-5.65,,
-38.07,-7.68,-39.75,-5.18,,
-40.57,-6.95,-42.21,-4.89,,
-42.99,-6.3,-44.76,-4.67,,
-46.71,-5.67,-47.19,-4.45,,
-49.22,-5.25,-49.46,-4.19,,
-51.6,-4.73,-51.61,-3.96,,
-53.78,-4.2,-53.69,-3.78,,
-55.86,-3.78,-55.74,-3.59,,
-58.95,-3.22,-57.71,-3.41,,
-60.88,-2.81,-59.69,-3.27,,
-62.82,-2.4,-61.79,-3.09,,
-64.76,-1.96,-64.01,-2.89,,
-67.96,-1.15,-66.15,-2.75,,
-70.21,-0.64,-67.9,-2.61,,
-72.26,-0.15,-69.15,-2.44,,
-73.86,0.35,-69.97,-2.28,,
-75.32,0.96,-70.41,-2.13,,
-75.89,1.28,-70.46,-2,,
-76.12,1.48,-70.1,-1.86,,
-75.84,1.55,-69.29,-1.66,,
-75.17,1.54,-68.07,-1.4,,
-74.1,1.52,-66.61,-1.13,,
-72.71,1.52,-65.03,-0.92,,
-70.37,1.48,-63.18,-0.8,,
-68.65,1.43,-60.83,-0.76,,
-66.56,1.27,-57.84,-0.76,,
-63.94,0.92,-54.31,-0.77,,
-59.04,0.24,-50.58,-0.85,,
-55.22,-0.35,-47.03,-1.03,,
-51.38,-1.02,-43.44,-1.25,,
-47.89,-1.67,-39.38,-1.44,,
-44.28,-2.3,-34.96,-1.65,,
-37.75,-3.19,-30.77,-1.97,,
-33.27,-3.79,-26.9,-2.31,,
-29.2,-4.41,-23.11,-2.62,,
-25.37,-4.9,-19.57,-3.02,,
-19.9,-5.56,-16.14,-3.5,,
-16.47,-6.12,-12.57,-3.95,,
-12.92,-6.71,-8.73,-4.39,,
-9.32,-7.23,-4.92,-4.93,,
-5.24,-7.77,-1.41,-5.6,,
0.33,-8.72,2.15,-6.32,,
3.86,-9.47,5.76,-7,,
7.53,-10.24,9.04,-7.54,,
11.13,-10.87,12.1,-8.09,,
14.37,-11.39,14.82,-8.79,,
18.83,-12.27,16.81,-9.4,,
21.27,-12.93,18.92,-10.06,,
23.25,-13.54,21.47,-10.66,,
26.69,-14.28,24.18,-11.31,,
29.64,-14.68,26.86,-12.01,,
32.53,-15.14,29.87,-12.67,,
35.4,-15.62,33.16,-13.3,,
40.4,-16.19,35.82,-13.95,,
43.72,-16.5,38.18,-14.57,,
46.3,-16.76,40.82,-15.04,,
48.84,-16.91,43.61,-15.39,,
53.17,-16.77,46.15,-15.67,,
56.1,-16.52,48.42,-15.86,,
58.64,-16.21,50.56,-15.94,,
60.9,-15.86,52.63,-16,,
63.05,-15.45,54.58,-16.04,,
66.13,-14.91,56.61,-16.06,,
68.09,-14.62,58.79,-16.1,,
70.15,-14.39,61.12,-16.23,,
73.51,-14.2,63.58,-16.42,,
76.03,-14.19,66.03,-16.65,,
78.56,-14.2,68.22,-16.87,,
81.01,-14.23,70.04,-17.02,,
84.16,-14.31,71.56,-17.12,,
