ROLL_BAD,PITCH_BAD,ROLL_FILTERED,PITCH_FILTERED
-29.95,-16.28,-6.11,-3.7
-33.8,-15.27,-9.4,-2.07
-36.63,-13.93,-13.24,0.22
-39.78,-11.92,-17.13,2.91
-43.47,-9.5,-20.11,5.83
-46.91,-7.16,-22.33,9.01
-50.25,-3.78,-24.51,12.43
-51.94,-1.56,-26.64,15.88
-53.96,0.67,-28.48,19.16
-55.93,2.68,-30.22,22.11
-58.48,5.17,-32.35,24.7
-60.4,6.73,-34.63,27.03
-62.78,8.06,-36.69,29.17
-66.34,9.76,-37.82,31.01
-68.17,10.73,-37.74,32.76
-68.86,11.55,-36.24,34.7
-68.38,12.35,-32.92,36.91
-65.31,13.44,-27.15,39.4
-61,14.04,-19.23,41.95
-54.33,14.72,-10.13,44.49
-45.72,15.66,-1.83,46.84
-33,17.51,4.68,48.59
-26.16,18.89,10.41,49.92
-20.37,20.18,16.36,51.11
-14.78,21.38,22.15,52.12
-8.51,22.58,27.86,52.73
0.61,24.03,33.53,52.95
6.9,24.43,38.94,53.01
13.06,24.5,43.82,52.89
18.8,24.39,48.7,52.35
24.11,23.97,54.28,51.22
32.28,22.3,61.07,49.56
38.99,20.19,68.63,48.01
46.93,17.23,76.29,46.75
55,14.62,82.71,45.85
63.11,12.23,87.34,45.07
72.15,9.08,90.81,44.54
75.98,7.13,94.21,44.48
79.32,5.02,97.86,44.9
84.88,1.72,101.43,45.72
88.86,-0.25,104.5,46.84
92.53,-2.04,106.24,48.37
95.53,-3.63,105.65,50.03
96.85,-5.06,103.32,51.55
94.69,-6.66,99.92,52.76
91.46,-7.08,96.09,53.73
87.62,-7.08,92.47,54.64
83.64,-6.95,88.89,55.68
78.12,-6.75,84.83,56.73
74.27,-6.46,80.56,57.58
69.89,-5.85,76.63,58.18
65.62,-5.09,72.88,58.53
59.84,-4.16,69.2,58.6
56.1,-3.87,65.25,58.41
52.44,-3.89,60.68,58.08
48.42,-4.06,55.8,57.68
41.31,-4.5,51.58,57.19
36.36,-4.79,48.56,56.76
32.68,-4.89,46.43,56.49
30.19,-4.8,44.44,56.32
27.51,-4.36,42.02,56.3
25.48,-3.79,39.33,56.47
22.98,-2.96,36.09,56.89
20.19,-1.89,32.23,57.72
14.88,0.09,28.56,59.16
10.87,1.93,26.09,61.14
7.43,4.17,25.21,63.74
5.39,6.88,25.69,66.59
4.87,11.55,26.95,69.42
5.69,14.92,28.34,72.17
6.66,18.22,29.49,75
7.43,21.49,30.25,78.13
7.93,26.65,30.38,81.63
7.82,30.45,29.94,85.45
7.1,34.66,29.18,89.49
5.87,39.06,28.29,93.61
3.41,45.55,27.44,97.87
1.35,50.03,26.59,102.22
-1.21,54.71,25.44,106.35
-4.49,59.32,23.7,109.99
-11.73,65.21,21.21,113.12
-18.78,68.31,17.9,115.66
-27.86,70.8,14.14,117.6
-37.96,72.45,10.41,118.84
-53.42,73.4,7.19,119.23
-62.03,73.07,4.8,118.64
-67.52,72.14,3.12,117.06
-69.56,69.73,2.03,114.46
-67.75,67.59,1.33,111.03
-64.18,64.96,1.09,106.83
-59.87,61.94,1.24,102.01
-55.14,58.45,1.73,96.63
-48.14,52.43,2.42,90.83
-43.68,47.75,3.36,84.82
-39.75,42.75,4.36,78.85
-36.24,37.62,4.96,73.04
-33.28,32.54,5.65,67.47
-31.07,27.71,7.04,62.47
-27.8,20.93,9.38,58.31
-25.09,17.31,12.8,55.04
-21.54,14.26,17.32,52.67
-14.52,11.12,22.62,50.85
-8.8,9.72,28.42,49.16
-2.48,8.43,34.53,47.7
3.96,7.06,40.23,47.53
10.45,5.82,43.7,48.32
16.21,5.9,44.67,49.01
20.15,7.55,44,48.9
20.05,8.16,42.16,48.13
18.73,8.05,39.35,47.13
16.5,7.45,35.89,46.09
11.71,6.38,32.14,45.03
7.94,5.64,28.39,43.88
4.14,4.85,24.8,42.67
0.46,3.91,21.67,41.61
-4.62,2.42,19.38,40.93
-7.3,1.69,18.2,40.64
-9.06,1.34,18.13,40.58
-9.74,1.36,18.91,40.56
-9.02,1.5,20.1,40.51
-7.75,1.63,21.54,40.41
-6.3,1.71,23.05,40.22
-3.77,1.75,24.25,39.96
-2.17,1.7,25,39.63
-0.99,1.56,25.48,39.34
-0.29,1.39,25.99,39.2
0.55,1.31,26.6,39.26
1.3,1.47,27.01,39.46
2.03,1.82,27.34,39.74
2.47,2.27,27.74,40.11
2.91,2.78,28.21,40.52
3.77,3.66,28.62,40.98
4.37,4.27,28.86,41.49
4.88,4.94,29.08,41.97
5.36,5.97,29.35,42.39
5.75,6.61,29.77,42.68
6.22,7.16,30.48,42.86
6.9,7.59,31.62,42.96
7.9,7.89,33.01,43.04
10.08,8.22,34.1,43.12
11.67,8.45,34.37,43.12
12.67,8.67,33.85,43.06
12.58,8.92,32.88,42.98
11.72,9.07,31.92,42.88
10.68,9.21,31.02,42.84
9.82,9.34,30.09,42.74
8.66,9.55,29.25,42.42
7.87,9.53,28.51,41.89
7.2,9.26,27.89,41.22
6.65,8.81,27.41,40.48
6,7.96,27.2,39.76
5.77,7.37,27.24,39.15
5.82,6.82,27.42,38.69
6.07,6.41,27.64,38.36
6.57,6.08,27.9,38.15
6.93,5.98,28.16,38.1
7.33,6.02,28.46,38.16
7.72,6.17,28.91,38.23
8.44,6.51,29.14,38.14
9.1,6.7,29.32,37.96
9.39,6.67,29.55,37.78
9.68,6.58,29.7,37.59
10.19,6.5,29.73,37.39
10.41,6.44,29.62,37.18
10.5,6.36,29.32,37.01
10.45,6.3,28.97,36.9
10.09,6.29,28.61,36.89
9.82,6.39,28.25,36.94
9.56,6.58,27.98,36.98
9.33,6.79,27.81,36.96
9.19,6.98,27.6,36.81
9.14,7.11,27.25,36.51
8.98,7.04,26.81,36.05
8.7,6.83,26.3,35.53
8.1,6.3,25.73,35.08
7.62,5.95,25.03,34.71
7.09,5.69,24.03,34.34
6.39,5.52,22.64,33.92
4.71,5.23,20.95,33.5
3.14,4.96,19.11,33.18
1.33,4.73,17.11,32.96
-0.54,4.61,14.84,32.77
-3.64,4.55,12.69,32.52
-5.96,4.49,10.99,32.22
-7.95,4.29,9.78,31.94
-9.42,4.01,8.81,31.77
-10.87,3.71,8.48,31.76
-11.53,3.67,8.84,31.9
-11.46,3.76,9.94,32.14
-10.7,4.03,11.35,32.39
-8.5,4.61,12.81,32.63
-6.81,5.07,14.15,32.6
-5.15,5.4,14.65,32.2
-3.88,5.34,14.59,31.95
-3.54,5,14.3,32.07
-3.81,5,13.98,32.24
-4.06,5.37,13.77,32.23
-4.25,5.66,13.61,32.1
-4.34,5.74,13.45,31.97
-4.41,5.7,13.26,31.83
-4.48,5.7,13.02,31.67
-4.59,5.69,12.69,31.47
-4.85,5.6,12.18,31.18
-5.23,5.47,11.62,30.77
-5.72,5.23,10.96,30.36
-6.24,4.91,10.37,29.97
-7.11,4.48,9.98,29.65
-7.54,4.23,9.69,29.43
-7.77,4.07,9.35,29.35
-7.97,4,9.1,29.45
-8.24,4.07,8.96,29.71
-8.4,4.45,8.72,30.1
-8.48,4.85,8.55,30.62
-8.67,5.36,8.44,31.24
-8.76,5.96,8.39,31.96
-8.8,7.03,8.53,32.77
-8.71,7.91,8.87,33.65
-8.42,8.84,9.46,34.56
-7.9,9.86,10.38,35.46
-6.56,11.46,11.54,36.36
-5.22,12.48,12.66,37.35
-3.75,13.51,13.44,38.6
-2.31,14.71,14.02,40.1
-0.76,16.92,14.6,41.5
0.37,18.57,15.3,42.85
1.63,20,16.24,44.47
3.01,21.4,17.28,46.36
5.43,24.03,17.79,48.49
6.8,26.18,17.51,51.04
7.34,28.53,16.54,54.12
7.07,31.23,15.08,57.52
5.38,36.4,13.7,60.99
3.73,40.02,12.66,64.3
2.12,43.62,11.77,67.43
0.74,47.04,10.6,70.27
-1.49,51.65,8.86,72.68
-3.77,54.29,6.8,74.58
-7.1,56.5,4.71,75.81
-11.04,57.96,2.4,76.2
-15.89,58.57,0.27,75.65
-22.96,57.78,-1.35,74.22
-26.61,56.11,-2.6,72.02
-29.19,53.67,-3.93,69.04
-30.83,50.64,-5.45,65.34
-32.67,45.13,-6.4,61.24
-33.52,40.87,-6.46,56.82
-33.49,36.45,-5.97,52.15
-32.59,31.57,-5.43,47.54
-31.11,24.41,-4.78,43.31
-30.21,19.71,-4.24,39.58
-29.44,15.6,-3.74,36.25
-28.89,11.89,-2.81,33
-28.32,8.56,-1.5,29.87
-27.27,5.12,0.33,26.99
-24.97,0.23,3.2,24.45
-22.56,-2.6,7.28,22.37
-19.11,-4.84,12.54,20.75
-14.57,-6.53,19.01,19.5
-5.78,-8.28,26.5,18.56
1.72,-9.21,33.94,17.97
9.56,-10.03,39.69,18.12
16.72,-10.67,44.26,18.7
21.93,-10.8,48.09,19.57
27.74,-10.56,51.64,20.71
31.22,-10.2,55.1,22.06
34.62,-9.58,57.92,23.44
37.88,-8.82,59.5,24.96
41.34,-7.92,59.92,26.9
42.09,-7.36,59.59,29.42
41.9,-6.4,59.31,32.66
41.29,-4.89,59.76,36.44
41.01,-2.7,60.98,40.66
42.47,1.67,62,45.02
44.23,4.91,61.48,49.42
45.47,8.37,59.86,53.55
44.65,13.95,57.79,57.5
43.03,18.11,55.79,61.45
41.19,22.7,54.1,65.39
39.41,27.74,52.79,69.08
37.69,33.09,51.48,72.2
34.38,41.14,49.6,74.44
30.31,46.14,47.12,75.79
23.81,50.32,44.49,76.28
15.29,53.09,42.15,75.87
5.31,54.32,40.16,74.63
-7.87,53.18,38.42,72.54
-14.94,50.7,36.86,69.56
-20.3,47.15,35.51,65.89
-24.16,42.69,34.65,61.65
-26.53,37.86,34.57,56.97
-27.56,32.84,35.41,51.97
-26.45,25.21,37.39,46.96
-24.4,20.42,41.03,42.55
-21.08,15.74,46.5,38.81
-13.24,10.33,53.34,35.53
-5.96,7.3,61.16,32.75
2.17,4.52,70.32,30.72
11.23,1.69,79.75,30.39
21.12,-0.96,88.48,31.68
35.69,-2.06,95.32,33.42
43.82,-0.71,100.61,35.16
50.27,1.03,104.15,36.86
55.49,2.22,105.86,37.84
59.89,2.98,105.05,38.14
60.43,2.93,103.05,38.21
58.86,2.96,101.17,38.17
56.7,2.99,100.06,38.01
54.6,3.01,99.48,37.81
54.14,2.98,99.21,37.64
54.07,2.77,98.93,37.51
54.18,2.42,98.52,37.43
54.14,2.02,97.96,37.43
53.92,2.03,97.2,37.56
53.52,2.31,95.99,37.85
52.9,2.84,94.2,38.3
51.03,4.19,91.89,38.9
49.19,5.38,88.99,39.6
46.71,6.87,85.67,40.48
43.81,8.49,81.89,41.46
38.49,11.58,77.55,42.52
34.39,13.73,72.52,43.72
29.62,15.93,67.35,45.2
24.11,18.17,62.42,47.01
16.14,21.66,57.72,49.3
13.46,22.99,53.01,51.92
5.86,27.17,48.18,54.62
0.52,30.1,43.16,57
-5.44,32.91,37.78,58.71
-11.57,35.11,32.28,59.82
-21.13,36.88,27.14,60.42
-27.46,37.29,22.67,60.8
-33.02,37.33,18.67,61.14
-37.82,37.19,14.84,61.4
-42.25,36.91,11.03,61.5
-48.89,36.02,7.83,61.23
-53.07,35.03,5.31,60.54
-56.17,33.69,3.44,59.5
-58.51,32.01,2.2,58.25
-60.29,29.57,1.51,56.78
-60.7,27.91,1.43,55.13
-60.55,26.26,1.9,53.43
-59.7,24.57,2.47,51.65
-57.82,22.13,2.93,49.8
-56.72,20.36,3.4,47.98
-55.76,18.48,4.07,46.18
-54.79,16.67,4.79,44.29
-53.01,13.97,5.67,42.18
-51.76,12.09,7.17,39.79
-50.25,10.19,9.78,37.15
-47.9,8.17,13.56,34.32
-42.5,5.04,18.17,31.33
-37.68,2.72,24.26,29.17
-32.12,0.41,32.28,28.73
-24.98,-0.55,38.82,29.03
-16.03,0.03,42.79,28.88
-7.29,1.11,46.13,28.02
-3.99,0.82,50.57,26.98
-0.34,-0.09,56.14,26.04
5.03,-1.14,61.38,25.29
11.15,-2.08,64.66,24.75
18.67,-3.12,66.33,24.19
21.19,-3.62,67.49,23.51
22.59,-4.19,68.4,22.78
23.81,-4.9,69.07,22.12
25.42,-5.94,69.14,21.61
26.13,-6.42,68.49,21.25
26.19,-6.72,67.61,21.12
25.23,-6.8,66.98,21.41
24.63,-6.4,66.7,22.21
24.4,-5.54,66.34,23.63
24.47,-4.17,65.74,25.51
24.14,-1.13,65.37,27.59
23.76,1.27,64.98,29.95
23.76,3.78,64.32,32.29
23.58,6.45,63.44,34.29
22.82,10.1,62.05,35.5
21.91,11.8,59.88,36.37
20.48,12.85,56.99,37.11
18.11,13.76,54.14,38.58
15.23,14.76,51.89,40.75
11.38,17.77,49.82,43.28
9.45,20.52,48.11,45.84
7.61,23.35,46.96,48.18
5.61,27.28,46.03,50.12
4.8,29.54,45.39,51.56
4.09,31.42,45.16,52.48
3.78,32.77,45.33,52.69
4.39,33.82,45.72,52.09
5.44,33.64,46.14,50.69
6.72,32.62,46.97,48.45
8.08,30.77,48.39,45.74
9.95,28.17,50.34,42.9
13.7,23.6,52.93,39.96
16.79,20.3,58.35,40.18
20.98,17.28,61.3,42.29
28.22,17.28,62.79,42.66
32.32,19.57,64.58,41.48
34.22,18.41,66.57,39.37
36.55,16.16,68.2,37.06
38.77,13.45,69.09,35.25
40.89,9.99,69.38,34.2
41.34,8.87,69.45,33.75
41.42,8.51,69.44,33.77
41.47,8.57,69.18,34.15
41.45,9.26,68.7,34.79
41.16,9.96,68.18,35.47
40.81,10.68,67.86,36.05
40.57,11.35,67.66,36.36
40.73,11.4,67.52,36.31
40.97,11.1,67.43,35.94
41.19,10.55,67.31,35.44
41.41,9.58,67.15,34.97
41.45,9.04,66.92,34.63
41.4,8.7,66.65,34.48
41.29,8.54,66.41,34.56
41.1,8.58,66.18,34.84
41.06,8.71,65.94,35.18
41.07,8.89,65.66,35.46
41.04,9.09,65.33,35.64
40.91,9.38,64.97,35.73
40.72,9.56,64.64,35.78
40.53,9.69,64.37,35.9
40.4,9.8,64.07,36.16
40.26,10.14,63.74,36.53
40.15,10.55,63.43,36.89
40.04,10.98,63.17,37.14
39.97,11.37,62.85,37.27
39.85,11.79,62.48,37.32
39.64,11.98,62.2,37.35
39.43,12.12,61.97,37.34
39.32,12.21,61.82,37.31
39.29,12.21,61.71,37.26
39.37,12.14,61.64,37.16
39.48,12.07,61.57,37
39.59,12.01,61.47,36.79
39.65,11.96,61.33,36.58
39.61,12.01,61.2,36.38
39.51,12.15,61.07,36.27
39.42,12.35,60.95,36.21
39.3,12.73,60.86,36.17
39.28,12.95,60.74,36.1
39.3,13.07,60.6,35.98
39.3,13.1,60.43,35.86
39.3,13.02,60.26,35.8
39.26,13.02,60.12,35.79
39.21,13.13,59.98,35.8
39.19,13.36,59.8,35.82
39.17,13.51,59.63,35.81
39.13,13.64,59.46,35.76
39.09,13.71,59.28,35.69
39.03,13.79,59.11,35.63
38.96,13.86,58.95,35.62
38.91,13.95,58.8,35.64
38.88,14.05,58.66,35.69
38.88,14.2,58.49,35.78
38.88,14.36,58.25,35.9
38.81,14.62,57.95,36.01
38.65,14.93,57.63,36.11
38.34,15.32,57.33,36.14
38.14,15.5,57.09,36.15
38.01,15.54,56.91,36.2
37.98,15.6,56.76,36.25
37.99,15.76,56.66,36.23
38.03,15.86,56.55,36.13
38.08,15.91,56.47,35.93
38.09,15.89,56.34,35.64
38.07,15.72,56.16,35.3
37.98,15.57,56,35.01
37.84,15.4,55.9,34.85
37.77,15.18,55.86,34.85
37.88,15.14,55.8,34.91
38.03,15.18,55.69,34.95
38.13,15.29,55.62,34.89
38.16,15.43,55.53,34.75
38.2,15.45,55.4,34.57
38.14,15.48,55.28,34.38
37.98,15.57,55.22,34.2
37.92,15.6,55.19,34
37.96,15.56,55.16,33.77
38.05,15.46,55.09,33.46
38.15,15.24,54.97,33.03
38.09,15.06,54.78,32.49
37.94,14.86,54.53,31.86
37.68,14.63,54.1,31.18
37.05,14.25,53.56,30.46
36.41,13.98,52.96,29.7
35.72,13.6,52.32,28.92
35.06,13.12,51.54,28.15
34.03,12.27,50.62,27.39
33.18,11.69,49.65,26.68
32.21,11.08,48.64,26.09
31.26,10.53,47.51,25.78
30.3,10.15,46.21,25.87
28.6,10.23,44.66,26.5
27.27,10.86,42.8,27.44
25.61,12.11,41.02,28.31
22.63,14.37,39.3,29.17
20.63,15.81,37.61,30.13
18.64,17.23,35.88,31.08
16.62,18.69,34.23,31.65
13.64,20.44,33.15,32
11.94,21.09,32.3,32.58
10.79,21.7,31.18,33.7
9.74,22.61,29.63,35.49
7.44,24.99,27.67,38.03
5.24,27.42,25.24,41.2
2.61,30.41,22.64,44.88
-0.52,33.92,20.28,48.76
-3.71,37.71,18.07,52.73
-8.27,43.49,15.78,56.54
-11.63,47.4,13.74,59.8
-15.19,50.83,12.02,62.57
-18.89,53.74,10.62,65.04
-24.66,57.03,9.51,66.93
-28.46,58.66,8.41,68.09
-32.4,59.57,7.36,68.37
-36.56,59.48,6.73,67.53
-41.53,57.39,6.99,65.44
-42.6,54.9,8.17,62.26
-41.58,51.8,10.12,58.06
-36.95,46.37,13.06,53.03
-32.11,42.02,16.58,47.63
-26.52,37.34,20.17,42.01
-20.93,32.3,23.72,36.33
-15.91,27.15,26.98,30.8
-11.32,21.74,30.16,25.63
-5.74,14.1,34.13,21.29
-2.05,9.33,39.56,18.09
2.77,5.32,45.62,15.8
12.02,1.27,50.96,14.29
18.34,-0.71,54.33,13.29
23.3,-2.23,55.69,12.96
25.97,-3.46,56.64,13.18
27.29,-4.33,58.18,13.62
28.55,-4.6,60.11,14.14
30.51,-4.92,62.08,14.96
32.73,-5.29,63.52,16.29
35.61,-5.41,63.78,17.94
36.48,-5.11,63.6,19.48
36.33,-4.73,63.69,20.84
36.11,-4.55,64.65,22.4
36.85,-4.17,66,24.07
38.42,-3.45,66.84,25.67
39.86,-2.61,67.48,27.03
40.65,-1.86,67.73,28.3
41.58,-0.88,67.63,29.65
41.7,0.02,67.2,31.03
41.56,1.13,67.01,32.42
41.2,2.39,67.28,33.8
41.5,4.51,67.45,35.15
42.1,5.95,67.29,36.35
42.31,7.61,66.65,37.34
42,9.52,65.49,38.21
41.09,11.52,63.76,38.99
38.7,14.49,61.6,39.59
36.48,16.24,59.4,40.16
33.9,17.91,57.07,40.79
31.18,19.7,54.86,41.41
26.79,22.54,52.79,41.91
23.78,24.36,50.49,42.61
20.49,26.05,47.86,43.61
15.05,28.66,44.77,44.77
10.87,30.5,41.48,45.83
6.26,32.14,38.19,46.64
1.68,33.33,35.07,47.12
-4.97,34.38,32.59,46.88
-9.09,34.41,31.74,45.75
-11.82,33.62,31.73,44.2
-12.45,32,30.73,42.35
-12.91,29.36,30.06,40.01
-14.07,27.19,30.76,37.23
-14.09,24.66,32.53,34.13
-12.46,21.77,34.62,31.12
-9.82,18.73,36.69,28.29
-5.69,14.4,38.45,25.84
-3.26,11.96,39.41,23.6
-1.3,9.89,39.72,21.41
0.19,6.77,39.69,19.4
0.54,4.7,39.82,17.73
0.81,2.96,40.14,16.28
1.34,1.49,40.68,14.91
2.01,0.14,41.28,13.67
3.33,-1.82,41.58,12.85
4.07,-2.92,41.73,12.82
4.45,-3.55,41.99,13.39
4.94,-3.14,42.33,14.34
5.48,-2.34,42.75,15.67
6.1,-1.28,43.04,17.41
6.82,0.09,43,19.56
7.58,2.8,42.68,22.01
7.74,5.02,42.33,24.42
7.84,7.38,41.68,26.78
8.01,9.66,40.41,29.12
7.8,11.85,38.77,31.44
6.38,15.18,37.33,33.83
5.27,17.46,36.57,36.37
4.65,19.85,36.44,38.99
4.71,22.38,36.45,41.69
5.44,26.34,36.29,44.42
5.52,29.15,36.23,47.04
5.18,32.05,36.59,49.26
4.66,34.73,37.39,50.8
3.71,37.88,38.46,51.53
2.66,39.17,39.4,51.42
1.31,39.66,39.76,50.51
-0.47,39.29,39.9,48.91
-2.88,38.06,40.19,46.51
-5.95,34.76,40.44,43.52
-7.23,31.72,40.54,40.18
-8.22,28.21,40.83,36.64
-9.06,22.74,41.77,33.08
-8.77,18.99,43.31,29.7
-7.6,15.31,45.6,26.57
-5.77,12.01,48.8,23.67
-3.17,9.02,52.97,20.9
2.56,4.95,57.77,18.36
7.62,2.24,62.58,16.52
12.86,-0.16,66.71,15.79
18.09,-2.12,71.11,15.82
24.48,-3.54,76.16,16.47
29.45,-4.06,81.72,17.43
35.09,-4.36,87.26,18.59
41.11,-4.73,92.99,20.05
46.75,-5.34,98.95,21.95
55.76,-6.63,104.63,24.27
61.76,-7.51,109.45,26.83
67.26,-8.07,113.29,29.51
73.61,-7.78,115.89,32.25
76.82,-6.84,116.9,34.87
78.6,-5.55,116.69,37.29
78.93,-3.99,116.02,39.5
78.12,-0.99,114.52,41.33
77.17,1.82,112.08,42.82
75.44,5.16,108.66,44.16
72.6,9.35,104.65,45.58
66.84,16.73,100.28,47.07
62.13,22.26,95.71,48.63
56.94,27.71,91.01,50.37
51.35,32.91,86.42,52.24
45.23,37.99,82.22,53.99
35.53,44.79,78.45,55.26
28.67,48.52,74.84,56
21.49,51.21,71.59,56.23
10.33,53.36,68.59,56
3.24,53.63,65.96,55.31
-3.16,53.16,63.87,54.11
-8.41,52.05,62.38,52.28
-12.18,50.35,61.34,49.68
-15.32,46.73,60.45,46.19
-16.39,43.41,59.65,41.94
-17.02,39.51,58.94,37.05
-17.37,34.81,58.41,31.63
-17.49,26.95,58.2,25.94
-17.31,21.37,58.44,20.24
-16.84,15.6,59.47,14.89
-16.01,9.98,61.94,10.3
-13.04,2.51,65.87,6.62
-9.26,-1.44,70.25,3.67
-4.25,-4.68,74.03,1.44
0.47,-7.16,77.21,-0.25
4.45,-9.23,80.71,-1.44
9.4,-11.71,84.93,-2.14
13.18,-13,90.12,-2.7
17.74,-14.2,96.5,-2.85
23.33,-15.53,103.64,-2.08
33.51,-16.89,110.69,-0.16
40.69,-16.85,117.41,2.44
47.53,-16.01,123.42,5.28
53.81,-15.07,128.31,8.24
59.19,-14.39,131.82,11.33
65.4,-13.36,133.78,14.47
67.78,-12.29,134.57,17.58
68.94,-10.85,134.41,20.46
69.19,-7.61,133.27,22.95
68.46,-4.39,131.36,25.24
67.02,-0.06,128.37,27.58
64.89,5.08,124.35,29.92
59.73,13.84,119.65,32.36
54.76,20.38,114.63,35.1
49.11,26.89,109.32,38.25
42.68,33.45,103.74,41.77
35.56,39.72,98.17,45.59
22.67,48.73,93.03,49.43
12.43,54.11,88.55,53.16
1.22,58.39,84.29,56.61
-11.56,61.62,79.86,59.5
-32.1,63.74,75.52,61.59
-45.63,63.25,71.59,62.84
-56.42,61.52,68.27,63.18
-64.19,59.07,65.38,62.6
-70.63,54.88,62.72,61.09
-72.77,51.93,60.58,58.88
-73.63,49.07,59.02,55.91
-73.41,45.99,58.09,52.22
-71.42,41.12,58.16,48.04
-69.1,37.18,59.79,43.64
-65.85,33.22,63.27,39.34
-61.4,29.46,68.17,35.04
-52.15,23.97,74.04,30.79
-45.01,20.37,81.02,26.73
-37.09,16.84,89.33,23.27
-28.69,13.74,98.73,20.83
-13.09,10,108.23,19.06
-2,8.42,116.65,17.65
8.59,6.79,123.08,16.8
17.51,4.94,127.71,16.54
26.79,2.38,131.17,16.73
31.21,0.94,134.89,17.03
35.25,-0.47,139.67,17.53
39.84,-2.02,145.28,18.46
45.67,-3.74,151.32,20.75
55.05,-5.74,156.81,24.26
61.58,-5.66,161.33,27.42
67.09,-4.84,163.89,29.98
71.33,-4.31,164.34,32.14
74.04,-2.79,163.78,33.81
74.06,-1.89,162.7,35.19
73.37,2.13,160.47,36.16
72.18,6.4,156.69,36.98
69.61,11.51,151.83,38.12
64.92,17.95,146.52,39.95
55.87,28.4,141.51,42.62
48.85,35.81,137.15,46.16
42.05,42.9,133.35,50.17
35.09,50.05,130.01,54.41
23.86,59.72,126.87,58.83
14.12,65.62,123.74,63.22
1.73,70.6,120.68,67.37
-15.06,74.62,118.02,70.98
-44.6,77.98,116.19,73.72
-62.75,79.01,114.84,75.68
-75.85,79.8,113.73,76.76
-85.17,80.91,112.56,76.64
-90.67,82.49,111.48,74.81
-76.57,85.2,110.76,71.22
-36.26,85.21,110.54,65.93
-7.93,81.7,110.37,59.33
2.85,72.85,110.23,51.49
4.38,65.4,109.59,42.73
4.8,56.86,108.78,33.45
4.35,47.84,108.43,24.04
3.71,38.11,108.9,15.08
3.98,23.8,110.55,7.38
5.41,15.56,113.21,1.02
8.15,8.23,116.28,-4.12
13.59,-0.25,118.26,-8.22
17.09,-4.89,118.69,-11.14
18.95,-8.85,117.89,-12.73
19.06,-11.67,116.53,-13.03
18.03,-13.3,115.21,-12.24
15.96,-13.95,113.21,-10.84
14.42,-13.4,110.18,-8.97
12.01,-12.38,106.88,-6.55
8.71,-10.73,103.18,-3.83
3.98,-7.25,97.84,-1.48
-0.13,-4.49,90.75,0.38
-5.74,-2.22,82.75,2.05
-13.01,0.02,74.94,3.93
-20.61,2.6,68.05,6.38
-30.87,7.59,62.34,9.3
-36.31,11.37,57.63,12.96
-41.2,15.22,53.55,17.08
-47.68,20.88,49.8,21.45
-52.17,24.21,46.2,25.87
-57.03,27,42.55,30.09
-62.09,29,38.89,34
-67.64,30.06,35.53,37.69
-73.13,30.2,32.95,41.31
-80.57,29.3,31.18,44.84
-84.27,28.2,30.73,48.17
-87.2,26.54,32.19,51.27
-88.35,23.36,36.04,53.95
-86.29,20.86,42.46,55.98
-81.69,18.39,50.86,57.48
-74.27,16.25,60.15,57.87
-65.09,14.82,69.44,57.27
-54.7,13.72,78.78,56.33
-37.22,12.67,88.2,55.97
-24.99,12.68,97.65,55.94
-10.91,13.47,107.16,55.7
8.54,13.75,114.85,55.57
18.81,12.78,121.69,55.51
26.95,11.46,128.8,55.53
35.02,9.63,136.46,55.98
43.3,7.3,143.23,57.04
56.22,3.45,147.84,58.34
63.03,0.69,149.9,59.77
67.07,-2,149.48,61.32
68.78,-4.6,147.08,63.03
67,-7.42,142.45,64.79
63.49,-8.41,135.6,66.48
57.9,-8.42,126.73,68.12
50.17,-7.63,116.37,69.93
40.79,-6.1,105.92,72.02
25,-2.89,95.48,74.31
14.3,-0.32,85.04,76.71
3.96,2.32,74.54,78.97
-7.25,5.29,64.04,81.3
-24.02,9.98,54.8,83.59
-33.5,13.39,46.86,85.84
-41.57,16.47,39.98,87.92
-48.88,19.46,34.73,89.96
-58.02,23.36,31.59,92.18
-62.41,25.31,30.53,94.33
-65.27,26.35,31.45,96.22
-66.4,26.22,34.1,97.41
-65.81,25.08,38.15,97.79
-61.92,21.77,43.42,97.29
-57.36,18.81,49.72,96.04
-51.75,15.44,57.38,94.01
-45.08,11.7,66.56,91.5
-36.9,7.87,75.96,88.62
-21.78,2.93,85.41,85.07
-10.71,-0.24,94.87,81.28
0.41,-3.8,102.91,77.88
10.23,-7.15,110.2,75.05
22.47,-11.2,117.11,72.54
30.07,-13.53,124.25,70.5
37.5,-16,131.34,69.51
45.05,-18.44,137.65,69.71
52.34,-20.62,142.73,71.04
60.69,-22.84,145.65,73.24
64.32,-23.29,146.02,76.03
65.7,-22.83,144,79.45
63.37,-19.71,140.28,83.29
59.55,-15.68,135.86,87.28
55.07,-10.5,130.74,91.85
50.4,-4.11,124.99,97.32
45.34,3.28,119.48,103.95
36.69,16.43,115.7,110.66
31.35,26.16,113.37,117.04
28.08,34.63,111.76,123.83
25.24,43.02,110.94,131.36
21.51,56.01,111.79,138.36
19.16,65.06,113.39,144.5
17.07,72.84,114.05,149.48
11.5,79.54,113.8,153.23
-8.06,84.77,112.99,155.51
-92.21,86.27,111.46,156.03
-112.97,84.69,109.45,154.64
-115.68,84.24,107.12,150.98
-86.76,86,104.68,145.26
-28.53,84.62,102.32,138
-5.34,79.22,99.44,129.22
